pays;volet;indicateur;valeur;unite_devise;annee_perimetre;source_nom;url;date_consultation;divergence_notes
Afrique du Sud;souverain;Besoins de financement externe bruts (GEFN) projetes par le FMI;16 a 19;pourcentage du PIB par an;2022-2026;FMI, Country Report No. 22/37, Annexe VI;https://www.elibrary.imf.org/downloadpdf/journals/002/2022/037/002.2022.issue-037-en.pdf;2026-09-08;Verbatim: with short-term debt redemptions accounting for over 80 percent of the total.
Afrique du Sud;souverain;Dette consolidee du secteur public incluant Eskom fin 2021;non trouve;sans objet;fin 2021;MTBPS 2021, Budget Review 2022, FMI CR 22/37, SARB QB 303 et 304;http://www.treasury.gov.za/documents/mtbps/2021/mtbps/FullMTBPS.pdf;2026-09-08;Lecture integrale des cinq documents, grep sur gross loan debt, Eskom, public sector debt, contingent. AUCUN n'expose un agregat consolide unique et date fin 2021. Substituts: passifs eventuels 20,3 pourcent du PIB en 2020/21 (FMI), R1,17 billion projetes en 2022/23 (Tresor), dette d'Eskom R396 md soit 6,38 pourcent du PIB 2021 - mais ce dernier chiffre date de novembre 2022.
Afrique du Sud;souverain;Rapprochement entre la dette externe Banque mondiale et SARB;non trouve;sans objet;fin 2021;recherche d'une note methodologique de rapprochement;https://www.resbank.co.za/content/dam/sarb/publications/quarterly-bulletins/quarterly-bulletin-publications/2022/june/01Full%20Quarterly%20Bulletin.pdf;2026-09-08;L'ecart de 8,9 Md USD est signale, sa cause n'est PAS etablie. Aucune note de rapprochement publiee trouvee.
Afrique du Sud;besoin;Contre-valeur du paquet au taux annuel moyen 2021;125,62;milliards de ZAR;2021, 8,5 Md USD x 14,778678;Calcul de l'auteur sur WDI PA.NUS.FCRF;https://data360api.worldbank.org/data360/data?DATABASE_ID=WB_WDI&INDICATOR=WB_WDI_PA_NUS_FCRF&REF_AREA=ZAF&timePeriodFrom=2021&timePeriodTo=2021;2026-09-08;QUATRIEME contre-valeur en rands du paquet, a ajouter aux trois du volet change: R128 md (JET IP, taux 15:1), R131 md (Presidency, taux implicite 15,41), R132,0 md (taux Fed de novembre 2021, 15,5313), R125,6 md (taux annuel moyen WDI 2021, 14,778678). Ecart de 6,4 md entre les extremes, soit 5 pourcent.
Afrique du Sud;besoin;Principe de financement no v du JET IP;Any debt-related terms for the sovereign should be more attractive than South Africa's National Treasury could secure in the capital markets without unduly onerous reporting requirements;citation;novembre 2022;JET IP 2023-2027, principes de financement;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Principe iii du meme document: The composition of financing instruments should reflect South Africa's unique needs... taking account of the need for fiscal sustainability... The grant component should be reflective of the finance demands entailed in enabling a just and inclusive transition.
Indonésie;souverain;PIB nominal 2022 (USD);1319,101;Md USD courants;2022, PIB aux prix du marché;"Banque mondiale WDI NY.GDP.MKTP.CD ; convergent avec FMI WEO NGDPD (3e décimale)";https://api.worldbank.org/v2/country/IDN/indicator/NY.GDP.MKTP.CD?format=json&date=2022;2026-09-08;
Indonésie;souverain;PIB nominal 2022 (IDR);19588,4;Md triliun IDR;2022, PIB aux prix du marché;"Banque mondiale WDI NY.GDP.MKTP.CN ; corroboré BPS et FMI CR23/221 Table 1";https://api.worldbank.org/v2/country/IDN/indicator/NY.GDP.MKTP.CN?format=json&date=2022;2026-09-08;
Indonésie;souverain;Paquet JETP (20 Md USD) en % du PIB;1,52 / 1,59;% [dérivé];"2022 ; 1,52% au taux moyen, 1,59% au taux de fin d'année";Calcul de l'auteur sur WDI/FMI;https://api.worldbank.org/v2/country/IDN/indicator/NY.GDP.MKTP.CD?format=json&date=2022;2026-09-08;"Deux valeurs selon le taux de change retenu (moyen vs fin de période) ; écart 0,07 pt"
Indonésie;souverain;Dette externe totale fin 2022;396,8;Md USD;fin T4 2022, tous secteurs;Bank Indonesia, communiqué SP 25/36/DKom, 14/02/2023 (repris à l'identique par FMI CR23/221 Table 1);https://www.bi.go.id/en/publikasi/ruang-media/news-release/Pages/sp_253623.aspx;2026-09-08;
Indonésie;souverain;Dette externe totale fin 2022 (Banque mondiale);395,986;Md USD;2022, DOD, `DT.DOD.DECT.CD`;Banque mondiale, International Debt Statistics;https://api.worldbank.org/v2/country/IDN/indicator/DT.DOD.DECT.CD?format=json&date=2022;2026-09-08;DIVERGENCE mineure vs Bank Indonesia (396,8) : -0,81 Md USD (-0,20%), cause probable de périmètre/millésime, non tranchée
Indonésie;souverain;Dette externe publique et garantie (PPG) 2022;226,18;Md USD;2022, `DT.DOD.DPPG.CD`;Banque mondiale, International Debt Statistics;https://api.worldbank.org/v2/country/IDN/indicator/DT.DOD.DPPG.CD?format=json&date=2022;2026-09-08;
Indonésie;souverain;Service total de la dette externe 2022;75,41;Md USD;2022, `DT.TDS.DECT.CD`, tous secteurs;Banque mondiale, International Debt Statistics;https://api.worldbank.org/v2/country/IDN/indicator/DT.TDS.DECT.CD?format=json&date=2022;2026-09-08;
Indonésie;souverain;Paquet en % de la dette externe totale;5,04 / 5,05;% [dérivé];fin 2022, vs BI / vs Banque mondiale;Calcul de l'auteur;https://www.bi.go.id/en/publikasi/ruang-media/news-release/Pages/sp_253623.aspx;2026-09-08;
Indonésie;souverain;Paquet en % de la dette externe publique et garantie (PPG);8,84;% [dérivé];2022;Calcul de l'auteur sur WB DT.DOD.DPPG.CD;https://api.worldbank.org/v2/country/IDN/indicator/DT.DOD.DPPG.CD?format=json&date=2022;2026-09-08;
Indonésie;souverain;Paquet en % du service annuel de la dette externe;26,52;% [dérivé];2022;Calcul de l'auteur sur WB DT.TDS.DECT.CD;https://api.worldbank.org/v2/country/IDN/indicator/DT.TDS.DECT.CD?format=json&date=2022;2026-09-08;
Indonésie;souverain;Dette publique brute (general government), 2022 réalisé;40,1;% du PIB;2022, périmètre general government;FMI, CR 23/221, Table 1 et Annexe IV;https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;
Indonésie;souverain;Dette publique brute, 2022 projeté à la date de signature;42,9;% du PIB;projection publiée en mars 2022, donc en vigueur le 15/11/2022;FMI, CR 22/84 (Selected Economic Indicators);https://www.imf.org/-/media/Files/Publications/CR/2022/English/1IDNEA2022001.ashx;2026-09-08;"C'est le chiffre disponible AU MOMENT de la signature ; le réalisé (40,1%, connu seulement en 2023) est 2,8 pts plus bas"
Indonésie;souverain;Dette publique brute, administration centrale seule, fin 2022;39,70;% du PIB;2022, périmètre administration centrale (Kemenkeu);Déclaration de l'Administrateur pour l'Indonésie, annexée au FMI CR 23/221, p.78;https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;Périmètre différent de 40,1% (general government inclut collectivités/unités extrabudgétaires) : ce n'est pas un désaccord sur le même objet
Indonésie;souverain;Règle budgétaire légale — plafonds;"déficit ≤3% PDB ; dette ≤60% PDB";texte réglementaire;en vigueur depuis 2003;UU 17/2003 (Penjelasan Pasal 12(3)) + PP 23/2003 Pasal 4;https://jdih.kemenkeu.go.id/fulltext/2003/17tahun2003uu.htm;2026-09-08;Les plafonds figurent dans le Penjelasan (exposé des motifs) de l'UU 17/2003, rendus opérants par le PP 23/2003 art.4 — pas dans le dispositif de la loi elle-même. Contre-vérifié FMI CR22/84 Annexe VI note 1
Indonésie;souverain;Relaxation COVID du plafond de déficit — statut au 15/11/2022;en vigueur (déficit >3% autorisé jusqu'à fin 2022, retour à 3% dès 2023 imposé par la loi);texte réglementaire;Perppu 1/2020 art.2(1)(a), ratifié UU 2/2020;Perppu 1/2020 (31/03/2020) + UU 2/2020 (18/05/2020);https://jdih.kemenkeu.go.id/fulltext/2020/1TAHUN2020PERPPU.pdf;2026-09-08;Le plafond de DETTE (60%) n'a jamais été suspendu, seul le plafond de déficit l'a été. La signature du JETP intervient dans la dernière année de la relaxation
Indonésie;souverain;Déficit budgétaire réalisé 2022;2,38 / 2,4 / -2,3;% du PIB [trois valeurs];2022, administration centrale/générale selon la source;"Kemenkeu (2,38%, annexé CR23/221) ; FMI services (2,4%, CR23/221 §16 et Table1) ; FMI WEO DataMapper GGXCNL_NGDP (-2,3%, general government)";https://www.imf.org/external/datamapper/api/v1/GGXCNL_NGDP/IDN;2026-09-08;"Trois chiffrages proches mais non identiques (périmètres légèrement différents) ; l'Indonésie repasse sous le plafond de 3% avec un an d'avance sur le calendrier légal (2023)"
Indonésie;souverain;Cible de déficit budgétaire 2022 (ex ante);4,4 / 4,85;% du PIB [divergence];APBN 2022;FMI services (4,4%, CR23/221 §16) vs autorités indonésiennes (4,85%, cible initiale APBN 2022/Perpres 104/2021);https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;Divergence non réconciliée, figurant dans le même document
Indonésie;souverain;Rapport Article IV FMI en vigueur à la date de signature (15/11/2022);"IMF Country Report No. 22/84 — verdict : ""external and public debt remain moderate and sustainable"" ; ""risks to public debt sustainability would thus remain low""";verdict qualitatif MAC-DSA;rapport des services achevé le 22/02/2022, Conseil du 11/03/2022, publié 22/03/2022;FMI, Country Report 22/84, Appendice VI (DSA) et §16;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1IDNEA2022001.ashx;2026-09-08;Pas de DSA à catégorie LIC (faible/modéré/élevé) : l'Indonésie relève du cadre MAC-DSA pour pays à accès au marché
Indonésie;souverain;Premier rapport Article IV FMI couvrant la période post-signature;"IMF Country Report No. 23/221 — SRDSF : ""low"" overall risk of sovereign stress ; ""debt sustainability risks are well contained""";verdict qualitatif SRDSF;rapport des services achevé le 05/05/2023, Conseil du 22/05/2023, publié 25/06/2023;FMI, Country Report 23/221, §18 et Annexe IV;https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;
Indonésie;souverain;Recettes budgétaires (revenues and grants), 2022;2626 / 176,55 (taux moyen) / 168,68 (taux fin d'année);triliun IDR / Md USD [converti];2022, administration centrale, réalisé;FMI, CR 23/221, Table 5 (données fournies par les autorités indonésiennes);https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;
Indonésie;souverain;Paquet en % des recettes budgétaires 2022;11,33 / 11,86;% [dérivé];selon taux moyen / taux de fin d'année 2022;Calcul de l'auteur sur FMI CR23/221 Table 5;https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;
Indonésie;souverain;Charge d'intérêts de la dette publique payée en 2022;386 / 25,95;triliun IDR / Md USD [converti];2022, administration centrale;FMI, CR 23/221, Table 5;https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;Soit 14,7% des recettes budgétaires et 1,97% du PIB [dérivé]
Indonésie;souverain;Service de la dette additionnel implicite d'un tirage intégral en prêts;non calculable sans hypothèse non sourcée;% des recettes budgétaires;2022;Aucune source (Joint Statement, CIPP) ne publie taux, maturité, différé ou profil de tirage;https://jetp-id.org/storage/official-jetp-cipp-2023-vshare_f_en-1700532732.pdf;2026-09-08;Point dur disponible : jusqu'à 8,4 Md USD des fonds IPG exigent une garantie souveraine du ministère des Finances (CIPP §7.4.1.2) — exposition contingente identifiée, non un service de la dette chiffré
Indonésie;souverain;Encours de dette externe de novembre 2022 (mensuel, au plus près de la signature);non trouvé;Md USD;novembre 2022;"Recherché sur bi.go.id/statistik/.../sulni (pages en rendu JavaScript, PDF SULNI en 404, LPI 2022 hors limite de taille) ; proxy T3 2022 = 394,6 Md USD trouvé seulement par voie secondaire (Databoks/Katadata) et non vérifié contre le communiqué primaire";https://databoks.katadata.co.id/en/economics-macro/statistics/ae7f647dcb9e075/indonesian-rupiah-exchange-rate-weakens-to-rp-15623-per-us-dollar-wednesday-november-16-2022;2026-09-08;
Indonésie;souverain;Source Kemenkeu/LKPP rendue directement (recettes et déficit 2022);non trouvé;-;2022;"kemenkeu.go.id et djppr.kemenkeu.go.id en coquilles JavaScript, 404, boucles de redirection ou erreurs TLS ; le chiffre de recettes (2626 triliun IDR) est atteint via le FMI, qui cite les autorités indonésiennes comme source primaire";https://www.imf.org/-/media/files/publications/cr/2023/english/1idnea2023002.pdf;2026-09-08;
Indonésie;opérateur;Résultat net PLN, 2021 (retraité);13,17 / 13174877;triliun IDR / M IDR;exercice 2021, part groupe : 13,13 triliun;PLN, Laporan Tahunan 2022 (compte de résultat consolidé, comparatif retraité);https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;
Indonésie;opérateur;Résultat net PLN, 2022;14,41 / 14414720;triliun IDR / M IDR;exercice 2022, part groupe : 14,33 triliun;PLN, Laporan Tahunan 2022;https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;"Bénéfice comptable, mais porté par 58,83 triliun de subvention + 63,65 triliun de compensation en produits (voir lignes subventions) ; sans ces lignes le résultat serait fortement négatif (CIPP §8.6.1 : ROE moyen 5 ans de seulement 2%)"
Indonésie;opérateur;Return on Equity PLN;1,45 (2022) / 1,34 (2021);%;2022/2021;PLN, Laporan Tahunan 2022, tableau Rasio Keuangan;https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;
Indonésie;opérateur;Marge nette PLN;3,27 (2022) / 3,58 (2021);%;2022/2021;PLN, Laporan Tahunan 2022, tableau Rasio Keuangan;https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;
Indonésie;opérateur;Perte/gain de change net, compte de résultat PLN;-19,79 triliun IDR (2022) / +2,68 triliun IDR (2021);triliun IDR;exercices 2021 et 2022;PLN, Laporan Tahunan 2022;https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;"Bascule de 22,47 triliun IDR en un exercice ; perte de change 2022 = 1,37 fois le résultat net 2022 [dérivé]"
Indonésie;opérateur;Dette financière agrégée de PLN (somme des postes portant intérêt, hors leasing) — DÉRIVÉ;390,56 (2022) / 399,20 (2021);triliun IDR [dérivé, non publié tel quel par PLN];fin 2022 / fin 2021;Calcul de l'auteur, somme des postes du bilan (PLN, Laporan Tahunan 2022);https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;"PLN ne publie pas de ligne ""dette financière totale"" ; périmètre (avec/sans leasing) sensible"
Indonésie;opérateur;EBITDA PLN;84,7 (2022) / 93,9 (2021);triliun IDR;exercices 2022/2021;PLN, Laporan Tahunan 2022, analyse de la direction;https://web.pln.co.id/en/investor-relations/annual-report;2026-09-08;
