line_id,Unique ID,Project Name,Portfolios,Purpose,Priority Areas,Funder/Source,Funding Instrument,Disbursement Channel,Co-Financing: Name,Currency: Pledged,Amount: Pledged,Total US$,Total ZAR,Funding Partners,Implementing Entity,Institutional / South African Partner,Beneficiary,Status,Project Description,Date of Financing Agreement Signed*,End Date
zaf-jet-investment-register-q1-2026-overall-data-112,GR038,Hydrogen Ramp-Up Programme (H2Uppp),Green hydrogen,Technical Assistance,Enabling Environment,,Grants,,,EUR,490000,529200,9366840,Germany,,H2/PtX project developers,Private Sector,C. Implementation Phase,Support the development of projects for green hydrogen in developing countries and emerging economies.,2024-05-01T00:00:00,2025-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-113,GR039,Policy-based loan III,Electricity,Technical Assistance,Enabling Environment,,Policy Loans,,,EUR,500000000,540000000,9558000000,Germany,NT,NT,,C. Implementation Phase,"Third reform promotion loan with WB, AfDB, JEICA, OPEC fund in the energy sector (including implementation of ERA Amendment Act II, setup of the National Tranmission Company, opening net expansion for private investors and social measures)",,
zaf-jet-investment-register-q1-2026-overall-data-114,GR040,Support Programme for the Just Energy Transition (JET) III,Green hydrogen,Infrastructure,Infrastructure,,Concessional loans,,,EUR,200000000,216000000,3823200000,Germany,DBSA,DBSA,Project developers in the field of Green Hydrogen in South Africa,A. Planned,"Promotion of Green Hydrogen, Creditlines",2027-12-01T00:00:00,2032-12-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-115,GR041,Support Programme for the Just Energy Transition (JET) III - Accompanying measure,Green hydrogen,Technical Assistance,Infrastructure,,Grants,,,EUR,500000,540000,9558000,Germany,DBSA,DBSA,Project developers in the field of Green Hydrogen in South Africa,A. Planned,"Promotion of Green Hydrogen, Technical Assistance for Creditlines",2027-12-01T00:00:00,2032-12-01T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-116,NL001.1,(CERF23ZA1O) Water catchment in Grootvlei area,JT-Mpumalanga,Studies/research,Water analysis,Netherlands Enterprise Agency,Grants,,,EUR,30000,32400.000000000004,573480,Netherlands,Royal Haskoning DHV - South Africa,,Horticulture Impact Cluster Grootvlei,D. Completed,"Water Analysis: This project concerns an analysis of the water situation above- and underground in the Grootvlei area, which will serve as entry point for a pathway to an economically, socially and ecologically sustainable development of the area. Second, the water analysis will be the basis for determining the boundaries of agricultural development -the sector the Netherland Embassy will focus on in Grootvlei- respecting the needs of the community and environment.",2023-01-01T00:00:00,2024-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-117,NL001.2,(CERF24ZA1I) Waterstudy Horticulture Grootvlei,JT-Mpumalanga,Studies/research,Identifying water needs and sustainble sources,Netherlands Enterprise Agency,Grants,,,EUR,10000,10800,191160,Netherlands,Royal Haskoning DHV - South Africa,,"Wetlands ecosystems in Grootvlei, Horticulture Impact Cluster Grootvlei, local communities in Grootvlei",D. Completed,Waterstudy Horticulture: This waterstudy will calculate how much water is needed for the planned horticulture project (supported by combitrack & impact cluster) and what will be the most sustainable source of water to use.,2024-01-01T00:00:00,2024-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-118,NL001.3,"""Study: Repurposing Grootvlei power station into a sustainable and agriculture area",JT-Mpumalanga,Studies/research,Examining feasibility and developing an integrated approach,Netherlands Enterprise Agency,Grants,,,EUR,198000,213840,3784968,Netherlands,RVO,,"Directly: ESKOM employees and management, unemployed women and youth in the energy sector, (Dutch) investors/ knowledge institutes. Indirectly: Grootvlei power station community, local private sector in the region, Dutch relevant sector.",D. Completed,"Grootvlei Study: To support JET, ESKOM has indicated it wants collaboration with the Netherlands on the Grootvlei PS along two paths: a) feasibility/preparation for climate-smart agriculture development land and, b) working towards an integrated JET approach for Grootvlei Power Station. Therefore, this project has delivered a proposal for a climate-smart, labour-intensive horticulture project on the Grootvlei PS site, and a baseline analysis of the geographic, economic, institutional and environmental potential of the Grootvlei PS property. This includes an analysis of and report on the (type of) jobs potential and training needs (analysis report jobs).",2024-01-01T00:00:00,2025-02-23T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-119,NL001.4,Community Engagement Grootvlei,JT-Mpumalanga,Community organisational development,"Strengthening interrelationships, knowledge, and awareness of economic opportunities",Netherlands Enterprise Agency,Grants,,,EUR,24000,25920,447638.39999999997,Netherlands,Indalo Inclusive,,"Local: Grootvlei workers/families, communities, businesses, farmers, Eskom; Government: Dipaleseng & nearby municipalities, Gert Sibande District, Mpumalanga Province, DARDLEA, PCC",D. Completed,"Community Engagement: Coal powered stations have to be closed down in the future, one of them in Grootvlei, Mpumalanga. The Netherlands supports creation of alternative jobs. People in the area are not aware of the implications of the closure and future opportunities. Therefore, te overall result of this project is to strengthen the interrelationships, knowledge and awareness of economic opportunities of Just Economy Transition (JET) of the main stakeholders in the Grootvlei area. And to create commitment for the creation of sustainable jobs by repurposing a the Grootvlei are by sustainable and climate smart, labour intensive agricultural production.",2023-01-01T00:00:00,2023-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-120,NL001.5,Grootvlei Horticulture Expertise Facility Training Impact Cluster,JT-Mpumalanga,Capacity development / training,"Sharing knowledge/technology, demonstration, training, job creation",Netherlands Enterprise Agency,Grants,,,EUR,620000,669600,11851920,Netherlands,"NL: Seed 2 Feed Foundation, Ridder Holding, Bosman-Van Zaal, Ludvig Svensson, Holland Greentech, Control Union SA: EARN (EGA)",,"Local: Grootvlei workers/families, communities, businesses, farmers, Eskom; Government: Dipaleseng & nearby municipalities, Gert Sibande District, Mpumalanga Province, DARDLEA, PCC",C. Implementation Phase,"50% Subsidy for Consortium: The Grootvlei Horticulture Expertise Facility Training Impact Cluster Project project in South Africa aims to impact on job creation in sustainable horticulture through skills development and local entrepreneurship with Dutch technology. It focuses on demonstration and training to local agripreneurs, community members, former ESKOM staff and horticultural professionals, to create a sustainable horticultural value chain in the Grootvlei region and a market for Dutch technology. This will be realized by the establishment and operation of a commercial (Grootvlei) Horticultural Expertise Facility (GHEF) of 0,5 ha. (subsidized bij RVO/Dutch Min FA) and innovations for demonstration and training, on Dutch based sustainable horticultural technologies and promotion of local entrepreneurship. The Impact Cluster Program will be implemented and operated by a Partnership of Dutch and South African companies to demonstrate and train local communities in the field of modern protected horticulture and agricultural entrepreneurship. The GHEF will be integrated in an Agrihub terrain of 20 ha. prepared for local commercial initiatives and start-ups and long-term skilled employment in open and protected horticulture and additional services. The GHEF will at a later stage also be integrated into a bigger and broader ESKOM training facility in the Grootvlei area.",2024-01-01T00:00:00,2028-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-121,NL001.6,Subsidy Greenhouse EARN,JT-Mpumalanga,Studies/research,Establishing proof of concept,Netherlands Enterprise Agency,Grants,,,EUR,930500,1004940.0000000001,17787438,Netherlands,EARN,,"Local: Grootvlei workers/families, communities, businesses, farmers, Eskom; Government: Dipaleseng & nearby municipalities, Gert Sibande District, Mpumalanga Province, DARDLEA, PCC",C. Implementation Phase,"Subsidy Greenhouse: The project contributes to the Combi Track by establishing the Grootvlei Horticulture Expertise Facility (GHEF) as a 'proof of concept' for green, inclusive economic development in the Grootvlei area. By focusing on the agricultural sector, particularly the development of the Grootvlei Horti Expertise Facility (GHEF), the project aims to inspire similar initiatives in other regions transitioning away from coal-powered industries. The problem addressed by the project is the loss of jobs resulting from the closure of the coal-powered power plant, which threatens the livelihoods of local communities in the Grootvlei region. The goal is to create alternative employment opportunities and foster socioeconomic development through sustainable agriculture, specifically horticulture. To solve this problem, the project will establish a 0.5-hectare high-tech greenhouse within the GHEF, equipped with modern production and control facilities for practical demonstration and training. By providing vocational training, applied research, and demonstrations of modern greenhouse technologies, the project aims to develop skilled workers, farm managers, and agricultural entrepreneurs in the region. This project is located in the Grootvlei region of South Africa, where the Grootvlei Coal Energy plant is situated.",2024-01-01T00:00:00,2028-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-122,NL001.7,Grootvlei Horticulture Demonstration Facility Development,JT-Mpumalanga,Community organisational development,Creating alternative jobs,Netherlands Enterprise Agency,Grants,,,EUR,24500,26460,468342,Netherlands,Seed 2 Feed,,"Embassy NL, ESKOM, EARN",D. Completed,Advice & Programme Coordination: Development of a business case and advise/support for the implementation of the Grootvlei Horti Demo Facility (HDF). Leading to (alternative) jobs for local communities as well as business opportunities in horticulture.,2023-01-01T00:00:00,2024-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-123,NL001.8,"""Grootvlei Horticulture Demonstration Facility Development 2",JT-Mpumalanga,Community organisational development,Coordinating and strenghtening the project,Netherlands Enterprise Agency,Grants,,,EUR,14025,15147.000000000002,268101.9,Netherlands,Seed 2 Feed,,"Embassy NL, ESKOM, EARN",C. Implementation Phase,Advice & Programme Coordination: This proposal concerns the continuation of project CKB24ZA01. This is the further development of the business case and advise/support for the implementation of the Grootvlei Horti Demo Facility (HDF). This project provides indispensable and overarching coordination support to make this project a success.,2024-01-01T00:00:00,2028-12-31T00:00:00
